cell_id,Dr. 123 Kid,Dr. Do Little,Dr. Scrubs
1001743,Type6,Type5,Type5
1001744,Type1,Type5,Type5
1001745,Type4,Type5,Type5
1001746,Type4,Type5,Type5
1001747,Type3,Type3,Type3
1001748,Type4,Type5,Type5
1001749,Type4,Type5,Type5
1001750,Type4,Type5,Type5
1001751,Type4,Type2,Type5
1001752,Type4,Type5,Type5
1001753,Type4,Type5,Type5
1001754,Type4,Type3,Type3
1001755,Type4,Type5,Type5
1001756,Type4,Type5,Type5
1001757,Type6,Type6,Type5
1001758,Type6,Type5,Type5
1001759,Type3,Type3,Type3
1001760,Type1,Type2,Type2
1001761,Type4,Type3,Type5
1001762,Type4,Type5,Type5
1001763,Type4,Type5,Type5
1001764,Type4,Type5,Type5
1001765,Type4,Type5,Type5
1001766,Type4,Type5,Type5
1001767,Type4,Type5,Type5
1001768,Type4,Type5,Type5
1001769,Type4,Type5,Type3
1001770,Type4,Type5,Type5
1001771,Type4,Type2,Type5
1001772,Type4,Type5,Type5
1001773,Type4,Type5,Type5
1001774,Type4,Type5,Type5
1001775,Type4,Type3,Type3
1001776,Type1,Type5,Type2
1001777,Type2,Type2,Type2
1001778,Type4,Type5,Type5
1001779,Type4,Type5,Type5
1001780,Type4,Type5,Type5
1001781,Type4,Type5,Type5
1001782,Type6,Type5,Type5
1001783,Type4,Type5,Type2
1001784,Type4,Type5,Type5
1001785,Type6,Type6,Type5
1001786,Type4,Type3,Type3
1001787,Type4,Type5,Type5
1001788,Type4,Type5,Type5
1001789,Type1,Type2,Type2
1001790,Type4,Type5,Type5
1001791,Type6,Type6,Type5
1001792,Type3,Type3,Type3
1001793,Type6,Type6,Type5
1001794,Type4,Type3,Type5
1001795,Type4,Type5,Type5
1001796,Type7,Type9,Type5
1001797,Type4,Type5,Type5
1001798,Type2,Type2,Type5
1001799,Type4,Type5,Type5
1001800,Type4,Type5,Type5
1001801,Type4,Type5,Type5
1001802,Type6,Type6,Type6
1001803,Type4,Type5,Type3
1001804,Type9,Type5,Type3
1001805,Type4,Type3,Type3
1001806,Type4,Type5,Type5
1001807,Type1,Type2,Type2
1001808,Type4,Type5,Type5
1001809,Type4,Type3,Type3
1001810,Type3,Type3,Type3
1001811,Type4,Type5,Type5
1001812,Type3,Type3,Type3
1001813,Type6,Type6,Type6
1001814,Type4,Type5,Type5
1001815,Type9,Type5,Type5
1001816,Type1,Type5,Type5
1001817,Type4,Type5,Type5
1001818,Type4,Type5,Type5
1001819,Type4,Type5,Type5
1001820,Type4,Type6,Type5
1001821,Type4,Type2,Type5
1001822,Type4,Type6,Type5
1001823,Type4,Type3,Type3
1001824,Type6,Type6,Type6
1001825,Type2,Type9,Type2
1001826,Type4,Type3,Type3
1001827,Type4,Type5,Type5
1001828,Type1,Type5,Type5
1001829,Type9,Type5,Type5
1001830,Type4,Type5,Type5
1001831,Type4,Type5,Type5
1001832,Type6,Type5,Type5
1001833,Type4,Type5,Type5
1001834,Type4,Type5,Type5
1001835,Type2,Type5,Type5
1001836,Type4,Type5,Type5
1001837,Type4,Type3,Type3
1001838,Type4,Type5,Type5
1001839,Type4,Type7,Type5
1001840,Type4,Type9,Type5
1001841,Type4,Type5,Type3
1001842,Type4,Type5,Type5
1001843,Type9,Type9,Type9
1001844,Type6,Type6,Type5
1001845,Type4,Type3,Type3
1001846,Type3,Type3,Type3
1001847,Type4,Type5,Type5
1001848,Type9,Type2,Type8
1001849,Type4,Type5,Type5
1001850,Type4,Type5,Type3
1001851,Type4,Type5,Type5
1001852,Type1,Type2,Type5
1001853,Type4,Type5,Type5
1001854,Type4,Type3,Type3
1001855,Type4,Type5,Type3
1001856,Type4,Type5,Type5
1001857,Type4,Type3,Type3
1001858,Type4,Type5,Type5
1001859,Type4,Type5,Type5
1001860,Type4,Type5,Type5
1001861,Type1,Type2,Type5
1001862,Type4,Type3,Type3
1001863,Type4,Type3,Type3
1001864,Type1,Type5,Type5
1001865,Type4,Type5,Type5
1001866,Type4,Type5,Type5
1001867,Type6,Type6,Type5
1001868,Type2,Type7,Type5
1001869,Type4,Type3,Type3
1001870,Type4,Type5,Type5
1001871,Type4,Type5,Type3
1001872,Type4,Type5,Type5
1001873,Type4,Type5,Type5
1001874,Type4,Type3,Type5
1001875,Type4,Type5,Type5
1001876,Type4,Type3,Type3
1001877,Type6,Type5,Type5
1001878,Type4,Type5,Type5
1001879,Type4,Type2,Type5
1001880,Type6,Type5,Type5
1001881,Type3,Type3,Type3
1001882,Type3,Type3,Type3
1001883,Type4,Type5,Type5
1001884,Type4,Type5,Type5
1001885,Type4,Type3,Type3
1001886,Type6,Type6,Type6
1001887,Type4,Type5,Type5
1001888,Type4,Type3,Type3
1001889,Type1,Type8,Type5
1001890,Type6,Type6,Type5
1001891,Type4,Type3,Type3
1001892,Type4,Type6,Type5
1001893,Type4,Type5,Type5
1001894,Type1,Type2,Type2
1001895,Type1,Type2,Type2
1001896,Type6,Type6,Type5
1001897,Type3,Type3,Type3
1001898,Type4,Type7,Type5
1001899,Type4,Type5,Type5
1001900,Type4,Type3,Type3
1001901,Type4,Type5,Type5
1001902,Type1,Type2,Type5
1001903,Type3,Type3,Type3
1001904,Type4,Type3,Type3
1001905,Type6,Type5,Type6
1001906,Type4,Type9,Type5
1001907,Type4,Type5,Type5
1001908,Type3,Type3,Type3
1001909,Type4,Type2,Type5
1001910,Type4,Type5,Type5
1001911,Type6,Type6,Type6
1001912,Type4,Type5,Type5
1001913,Type4,Type5,Type5
1001914,Type3,Type3,Type3
1001915,Type3,Type3,Type5
1001916,Type4,Type8,Type5
1001917,Type1,Type1,Type5
1001918,Type4,Type5,Type5
1001919,Type4,Type5,Type5
1001920,Type6,Type5,Type5
1001921,Type3,Type5,Type3
1001922,Type4,Type5,Type5
1001923,Type1,Type2,Type5
1001924,Type4,Type5,Type5
1001925,Type4,Type5,Type5
1001926,Type4,Type5,Type5
1001927,Type4,Type5,Type5
1001928,Type1,Type5,Type2
1001929,Type4,Type3,Type3
1001930,Type4,Type2,Type2
1001931,Type4,Type5,Type5
1001932,Type4,Type5,Type5
1001933,Type6,Type5,Type6
1001934,Type4,Type5,Type5
1001935,Type4,Type5,Type5
1001936,Type3,Type3,Type3
1001937,Type4,Type3,Type3
1001938,Type7,Type7,Type5
1001939,Type4,Type5,Type5
1001940,Type4,Type2,Type2
1001941,Type4,Type9,Type5
1001942,Type4,Type5,Type5
1001943,Type4,Type2,Type5
1001944,Type4,Type3,Type3
1001945,Type6,Type5,Type6
1001946,Type4,Type5,Type5
1001947,Type4,Type5,Type5
1001948,Type4,Type5,Type5
1001949,Type4,Type3,Type3
1001950,Type1,Type2,Type5
1001951,Type6,Type6,Type6
1001952,Type4,Type5,Type5
1001953,Type4,Type3,Type3
1001954,Type6,Type6,Type4
1001955,Type9,Type5,Type9
1001956,Type4,Type5,Type5
1001957,Type1,Type2,Type2
1001958,Type4,Type5,Type5
1001959,Type4,Type5,Type5
1001960,Type4,Type5,Type5
1001961,Type4,Type3,Type3
1001962,Type6,Type6,Type6
1001963,Type4,Type5,Type5
1001964,Type4,Type5,Type5
1001965,Type4,Type5,Type5
1001966,Type4,Type5,Type5
1001967,Type1,Type5,Type5
1001968,Type3,Type3,Type3
1001969,Type4,Type5,Type5
1001970,Type4,Type5,Type5
1001971,Type1,Type2,Type5
1001972,Type6,Type6,Type6
1001973,Type4,Type2,Type5
1001974,Type7,Type5,Type5
1001975,Type3,Type3,Type3
1001976,Type4,Type1,Type5
1001977,Type3,Type3,Type3
1001978,Type6,Type6,Type6
1001979,Type2,Type2,Type2
1001980,Type4,Type5,Type5
1001981,Type4,Type5,Type5
1001982,Type1,Type2,Type5
1001983,Type4,Type3,Type3
1001984,Type4,Type3,Type3
1001985,Type7,Type5,Type5
1001986,Type1,Type2,Type5
1001987,Type1,Type5,Type5
1001988,Type4,Type5,Type5
1001989,Type4,Type5,Type5
1001990,Type4,Type5,Type5
1001991,Type10,Type5,Type5
1001992,Type3,Type3,Type3
1001993,Type4,Type5,Type5
1001994,Type3,Type3,Type3
1001995,Type4,Type5,Type5
1001996,Type7,Type5,Type5
1001997,Type6,Type6,Type6
1001998,Type4,Type5,Type5
1001999,Type1,Type2,Type5
1002000,Type7,Type7,Type5
1002001,Type4,Type3,Type3
1002002,Type4,Type5,Type5
1002003,Type3,Type3,Type3
1002004,Type6,Type6,Type5
1002005,Type4,Type5,Type5
1002006,Type4,Type5,Type5
1002007,Type4,Type3,Type3
1002008,Type2,Type2,Type2
1002009,Type3,Type5,Type3
1002010,Type4,Type4,Type5
1002011,Type4,Type5,Type5
1002012,Type4,Type5,Type5
1002013,Type4,Type5,Type5
1002014,Type4,Type3,Type3
1002015,Type3,Type3,Type3
1002016,Type4,Type9,Type7
1002017,Type4,Type5,Type5
1002018,Type6,Type6,Type6
1002019,Type3,Type3,Type3
1002020,Type4,Type2,Type5
1002021,Type6,Type6,Type6
1002022,Type4,Type5,Type5
1002023,Type4,Type5,Type5
1002024,Type3,Type3,Type3
1002025,Type4,Type5,Type5
1002026,Type3,Type3,Type3
1002027,Type4,Type5,Type5
1002028,Type4,Type5,Type5
1002029,Type4,Type5,Type5
1002030,Type4,Type5,Type5
1002031,Type4,Type4,Type5
1002032,Type3,Type3,Type3
1002033,Type4,Type3,Type3
1002034,Type9,Type5,Type9
1002035,Type2,Type5,Type5
1002036,Type4,Type5,Type5
1002037,Type1,Type5,Type5
1002038,Type1,Type5,Type5
1002039,Type3,Type3,Type3
1002040,Type4,Type5,Type3
1002041,Type2,Type2,Type5
1002042,Type9,Type9,Type9
1002043,Type4,Type5,Type5
1002044,Type2,Type2,Type2
1002045,Type4,Type5,Type5
1002046,Type4,Type3,Type3
1002047,Type4,Type3,Type3
1002048,Type4,Type5,Type5
1002049,Type4,Type5,Type5
1002050,Type4,Type5,Type5
1002051,Type6,Type5,Type6
1002052,Type1,Type5,Type2
1002053,Type4,Type2,Type5
1002054,Type4,Type5,Type5
1002055,Type1,Type2,Type5
1002056,Type4,Type3,Type3
1002057,Type4,Type5,Type5
1002058,Type4,Type5,Type5
1002059,Type3,Type3,Type3
1002060,Type6,Type5,Type5
1002061,Type2,Type2,Type5
1002062,Type4,Type5,Type5
1002063,Type4,Type3,Type3
1002064,Type4,Type5,Type5
1002065,Type4,Type5,Type5
1002066,Type4,Type5,Type5
1002067,Type4,Type5,Type5
1002068,Type4,Type5,Type3
1002069,Type4,Type2,Type2
1002070,Type4,Type5,Type5
1002071,Type6,Type6,Type5
1002072,Type4,Type5,Type5
1002073,Type4,Type5,Type5
1002074,Type3,Type3,Type3
1002075,Type4,Type5,Type5
1002076,Type4,Type3,Type3
1002077,Type4,Type5,Type5
1002078,Type4,Type5,Type5
1002079,Type1,Type2,Type2
1002080,Type4,Type5,Type7
1002081,Type3,Type3,Type3
1002082,Type3,Type3,Type3
1002083,Type4,Type3,Type5
1002084,Type4,Type5,Type5
1002085,Type4,Type5,Type5
1002086,Type4,Type5,Type5
1002087,Type4,Type5,Type5
1002088,Type4,Type5,Type5
1002089,Type4,Type5,Type5
1002090,Type3,Type3,Type3
1002091,Type4,Type5,Type5
1002092,Type4,Type6,Type6
1002093,Type4,Type3,Type3
1002094,Type4,Type5,Type1
1002095,Type2,Type5,Type5
1002096,Type9,Type9,Type9
1002097,Type4,Type5,Type5
1002098,Type4,Type2,Type2
1002099,Type6,Type5,Type5
1002100,Type4,Type5,Type5
1002101,Type4,Type3,Type3
1002102,Type4,Type3,Type3
1002103,Type3,Type3,Type3
1002104,Type4,Type2,Type5
1002105,Type4,Type5,Type5
1002106,Type4,Type3,Type3
1002107,Type4,Type5,Type5
1002108,Type1,Type5,Type2
1002109,Type4,Type5,Type5
1002110,Type4,Type5,Type5
1002111,Type4,Type5,Type5
1002112,Type4,Type7,Type5
1002113,Type4,Type5,Type3
1002114,Type6,Type6,Type5
1002115,Type4,Type5,Type5
1002116,Type4,Type5,Type5
1002117,Type4,Type5,Type5
1002118,Type4,Type5,Type5
1002119,Type4,Type5,Type5
1002120,Type4,Type5,Type3
1002121,Type4,Type5,Type5
1002122,Type1,Type2,Type5
1002123,Type4,Type5,Type5
1002124,Type4,Type5,Type5
1002125,Type4,Type5,Type5
1002126,Type4,Type5,Type5
1002127,Type4,Type3,Type3
1002128,Type4,Type5,Type5
1002129,Type4,Type5,Type5
1002130,Type4,Type5,Type5
1002131,Type4,Type2,Type5
1002132,Type2,Type7,Type5
1002133,Type4,Type5,Type5
1002134,Type4,Type3,Type3
1002135,Type4,Type5,Type5
1002136,Type4,Type5,Type5
1002137,Type4,Type5,Type5
1002138,Type4,Type5,Type5
1002139,Type4,Type5,Type5
1002140,Type4,Type5,Type5
1002141,Type4,Type3,Type3
1002142,Type4,Type3,Type3
1002143,Type4,Type5,Type5
1002144,Type4,Type3,Type3
1002145,Type4,Type5,Type5
1002146,Type4,Type5,Type5
1002147,Type4,Type5,Type5
1002148,Type4,Type3,Type3
1002149,Type4,Type5,Type5
1002150,Type4,Type6,Type5
1002151,Type2,Type2,Type5
1002152,Type3,Type3,Type3
1002153,Type4,Type5,Type5
1002154,Type1,Type2,Type5
1002155,Type4,Type5,Type5
1002156,Type4,Type5,Type5
1002157,Type4,Type5,Type5
1002158,Type4,Type5,Type5
1002159,Type4,Type5,Type5
1002160,Type4,Type5,Type5
1002161,Type4,Type5,Type5
1002162,Type4,Type5,Type5
1002163,Type4,Type5,Type5
1002164,Type7,Type5,Type5
1002165,Type3,Type3,Type3
1002166,Type4,Type3,Type3
1002167,Type4,Type3,Type3
1002168,Type4,Type5,Type5
1002169,Type4,Type5,Type5
1002170,Type6,Type6,Type6
1002171,Type4,Type5,Type5
1002172,Type4,Type5,Type5
1002173,Type4,Type3,Type3
1002174,Type4,Type5,Type5
1002175,Type4,Type5,Type5
1002176,Type4,Type3,Type3
1002177,Type4,Type5,Type5
1002178,Type4,Type5,Type5
1002179,Type4,Type5,Type5
1002180,Type4,Type5,Type5
1002181,Type4,Type3,Type5
1002182,Type4,Type5,Type5
1002183,Type4,Type5,Type5
1002184,Type4,Type5,Type5
1002185,Type7,Type5,Type7
1002186,Type7,Type7,Type5
1002187,Type4,Type3,Type3
1002188,Type4,Type3,Type3
1002189,Type7,Type7,Type5
1002190,Type4,Type5,Type5
1002191,Type1,Type2,Type2
1002192,Type4,Type3,Type3
1002193,Type4,Type5,Type5
1002194,Type4,Type5,Type5
1002195,Type3,Type3,Type5
1002196,Type4,Type5,Type5
1002197,Type1,Type5,Type5
1002198,Type4,Type5,Type5
1002199,Type3,Type3,Type3
1002200,Type4,Type5,Type5
1002201,Type3,Type3,Type3
1002202,Type4,Type5,Type5
1002203,Type4,Type5,Type5
1002204,Type2,Type5,Type5
1002205,Type4,Type5,Type5
1002206,Type9,Type9,Type9
1002207,Type4,Type5,Type5
1002208,Type1,Type5,Type5
1002209,Type1,Type5,Type5
1002210,Type4,Type5,Type5
1002211,Type4,Type5,Type5
1002212,Type4,Type5,Type5
1002213,Type4,Type5,Type5
1002214,Type1,Type5,Type5
1002215,Type4,Type5,Type5
1002216,Type6,Type5,Type5
1002217,Type4,Type5,Type5
1002218,Type4,Type5,Type5
1002219,Type4,Type3,Type3
1002220,Type4,Type5,Type5
1002221,Type4,Type5,Type5
1002222,Type4,Type5,Type5
1002223,Type4,Type5,Type5
1002224,Type9,Type5,Type9
1002225,Type1,Type2,Type2
1002226,Type4,Type5,Type3
1002227,Type9,Type5,Type9
1002228,Type6,Type6,Type6
1002229,Type4,Type5,Type5
1002230,Type1,Type5,Type2
1002231,Type4,Type5,Type5
1002232,Type4,Type5,Type5
1002233,Type4,Type5,Type5
1002234,Type3,Type3,Type3
1002235,Type6,Type6,Type6
1002236,Type4,Type5,Type5
1002237,Type4,Type5,Type3
1002238,Type9,Type9,Type5
1002239,Type4,Type5,Type5
1002240,Type1,Type5,Type5
1002241,Type4,Type5,Type5
1002242,Type4,Type5,Type5
1002243,Type4,Type5,Type5
1002244,Type4,Type5,Type5
1002245,Type4,Type5,Type3
1002246,Type4,Type5,Type5
1002247,Type6,Type5,Type6
1002248,Type9,Type5,Type5
1002249,Type4,Type5,Type5
1002250,Type6,Type6,Type5
1002251,Type1,Type5,Type3
1002252,Type4,Type5,Type5
1002253,Type4,Type5,Type5
1002254,Type4,Type5,Type3
1002255,Type6,Type6,Type5
1002256,Type4,Type5,Type5
1002257,Type4,Type5,Type5
1002258,Type4,Type5,Type5
1002259,Type1,Type2,Type5
1002260,Type4,Type3,Type3
1002261,Type4,Type5,Type5
1002262,Type4,Type5,Type5
1002263,Type6,Type6,Type6
1002264,Type4,Type3,Type3
1002265,Type4,Type2,Type2
1002266,Type4,Type5,Type5
1002267,Type4,Type5,Type5
1002268,Type4,Type5,Type5
1002269,Type1,Type5,Type2
1002270,Type4,Type5,Type5
1002271,Type4,Type5,Type5
1002272,Type4,Type5,Type5
1002273,Type4,Type5,Type5
1002274,Type4,Type5,Type5
1002275,Type3,Type3,Type3
1002276,Type4,Type5,Type5
1002277,Type4,Type5,Type5
1002278,Type4,Type5,Type5
1002279,Type4,Type5,Type5
1002280,Type4,Type5,Type5
1002281,Type1,Type5,Type5
1002282,Type4,Type5,Type5
1002283,Type4,Type5,Type5
1002284,Type4,Type5,Type5
1002285,Type4,Type5,Type5
1002286,Type4,Type5,Type5
1002287,Type4,Type5,Type5
1002288,Type4,Type5,Type5
1002289,Type2,Type5,Type5
1002290,Type9,Type5,Type5
1002291,Type4,Type5,Type5
1002292,Type4,Type5,Type5
1002293,Type4,Type5,Type5
1002294,Type1,Type5,Type2
1002295,Type9,Type5,Type5
1002296,Type4,Type4,Type5
1002297,Type2,Type4,Type5
1002298,Type4,Type2,Type5
1002299,Type6,Type6,Type6
1002300,Type3,Type3,Type3
1002301,Type4,Type2,Type5
1002302,Type7,Type5,Type5
1002303,Type1,Type5,Type8
1002304,Type4,Type4,Type3
1002305,Type4,Type5,Type5
1002306,Type3,Type3,Type3
1002307,Type4,Type5,Type5
1002308,Type4,Type5,Type5
1002309,Type4,Type5,Type5
1002310,Type4,Type5,Type5
1002311,Type4,Type5,Type5
1002312,Type4,Type5,Type5
1002313,Type4,Type5,Type5
1002314,Type7,Type5,Type5
1002315,Type1,Type2,Type5
1002316,Type4,Type3,Type3
1002317,Type2,Type2,Type2
1002318,Type1,Type8,Type8
1002319,Type4,Type5,Type5
1002320,Type9,Type5,Type5
1002321,Type2,Type2,Type5
1002322,Type4,Type5,Type5
1002323,Type3,Type3,Type3
1002324,Type1,Type2,Type5
1002325,Type9,Type9,Type9
1002326,Type4,Type5,Type5
1002327,Type4,Type6,Type5
1002328,Type4,Type5,Type5
1002329,Type4,Type5,Type5
1002330,Type4,Type5,Type5
1002331,Type4,Type6,Type5
1002332,Type1,Type2,Type2
1002333,Type3,Type3,Type3
1002334,Type4,Type5,Type5
1002335,Type1,Type5,Type5
1002336,Type7,Type5,Type5
1002337,Type4,Type3,Type3
1002338,Type6,Type6,Type5
1002339,Type4,Type5,Type5
1002340,Type4,Type3,Type3
1002341,Type2,Type2,Type2
1002342,Type5,Type2,Type2
1002343,Type4,Type5,Type5
1002344,Type2,Type5,Type5
1002345,Type4,Type5,Type5
1002346,Type4,Type5,Type5
1002347,Type4,Type5,Type5
1002348,Type1,Type5,Type2
1002349,Type4,Type5,Type5
1002350,Type4,Type5,Type5
1002351,Type6,Type6,Type5
1002352,Type4,Type5,Type5
1002353,Type4,Type5,Type3
1002354,Type5,Type2,Type5
1002355,Type4,Type5,Type5
1002356,Type7,Type5,Type5
1002357,Type6,Type6,Type5
1002358,Type4,Type5,Type5
1002359,Type1,Type5,Type5
1002360,Type7,Type5,Type5
1002361,Type6,Type6,Type5
1002362,Type4,Type5,Type5
1002363,Type2,Type5,Type5
1002364,Type9,Type9,Type9
1002365,Type4,Type5,Type5
1002366,Type6,Type5,Type5
1002367,Type4,Type5,Type5
1002368,Type4,Type5,Type5
1002369,Type4,Type5,Type5
1002370,Type4,Type5,Type5
1002371,Type4,Type5,Type5
1002372,Type4,Type5,Type5
1002373,Type4,Type5,Type5
1002374,Type7,Type7,Type5
1002375,Type4,Type5,Type5
1002376,Type4,Type5,Type5
1002377,Type4,Type5,Type5
1002378,Type4,Type5,Type5
1002379,Type4,Type5,Type5
1002380,Type3,Type3,Type3
1002381,Type4,Type5,Type5
1002382,Type6,Type5,Type5
1002383,Type4,Type5,Type5
1002384,Type2,Type9,Type5
1002385,Type4,Type5,Type5
1002386,Type4,Type5,Type5
1002387,Type1,Type5,Type5
1002388,Type7,Type9,Type5
1002389,Type7,Type5,Type5
1002390,Type7,Type7,Type5
1002391,Type4,Type5,Type5
1002392,Type9,Type5,Type5
1002393,Type7,Type4,Type5
1002394,Type4,Type5,Type5
1002395,Type4,Type4,Type5
1002396,Type3,Type3,Type3
1002397,Type4,Type3,Type3
1002398,Type4,Type5,Type5
1002399,Type6,Type4,Type6
1002400,Type4,Type5,Type5
1002401,Type4,Type2,Type5
1002402,Type1,Type2,Type5
1002403,Type3,Type3,Type3
1002404,Type3,Type3,Type3
1002405,Type4,Type5,Type5
1002406,Type1,Type5,Type5
1002407,Type4,Type5,Type5
1002408,Type6,Type5,Type5
1002409,Type4,Type5,Type5
1002410,Type1,Type2,Type2
1002411,Type4,Type3,Type3
1002412,Type4,Type5,Type5
1002413,Type4,Type3,Type3
1002414,Type4,Type3,Type3
1002415,Type4,Type2,Type5
1002416,Type4,Type5,Type5
1002417,Type1,Type5,Type5
1002418,Type4,Type5,Type5
1002419,Type4,Type9,Type5
1002420,Type4,Type3,Type4
1002421,Type4,Type5,Type5
1002422,Type4,Type5,Type3
1002423,Type6,Type6,Type5
1002424,Type2,Type5,Type5
1002425,Type4,Type5,Type5
1002426,Type4,Type5,Type5
1002427,Type3,Type3,Type3
1002428,Type4,Type5,Type5
1002429,Type3,Type3,Type3
1002430,Type4,Type5,Type5
1002431,Type4,Type3,Type3
1002432,Type3,Type3,Type3
1002433,Type4,Type5,Type5
1002434,Type4,Type5,Type5
1002435,Type4,Type5,Type5
1002436,Type2,Type2,Type5
1002437,Type4,Type5,Type5
1002438,Type4,Type5,Type3
1002439,Type4,Type5,Type5
1002440,Type9,Type9,Type9
1002441,Type4,Type3,Type3
1002442,Type4,Type5,Type5
1002443,Type4,Type5,Type5
1002444,Type4,Type5,Type5
1002445,Type4,Type5,Type5
1002446,Type4,Type5,Type5
1002447,Type7,Type5,Type5
1002448,Type6,Type6,Type6
1002449,Type4,Type5,Type5
1002450,Type4,Type5,Type5
1002451,Type4,Type5,Type5
1002452,Type3,Type3,Type3
1002453,Type4,Type5,Type5
1002454,Type2,Type2,Type5
1002455,Type4,Type6,Type5
1002456,Type4,Type5,Type5
1002457,Type3,Type5,Type3
1002458,Type4,Type5,Type5
1002459,Type7,Type5,Type5
1002460,Type2,Type2,Type5
1002461,Type2,Type5,Type8
1002462,Type3,Type3,Type3
1002463,Type2,Type2,Type2
1002464,Type3,Type3,Type3
1002465,Type4,Type5,Type5
1002466,Type2,Type5,Type5
1002467,Type4,Type5,Type5
1002468,Type4,Type5,Type5
1002469,Type5,Type5,Type5
1002470,Type3,Type3,Type3
1002471,Type4,Type5,Type5
1002472,Type4,Type5,Type5
1002473,Type4,Type5,Type5
1002474,Type4,Type6,Type5
1002475,Type2,Type5,Type2
1002476,Type3,Type3,Type3
1002477,Type3,Type3,Type3
1002478,Type4,Type5,Type5
1002479,Type4,Type5,Type5
1002480,Type1,Type5,Type5
1002481,Type7,Type7,Type5
1002482,Type1,Type1,Type5
1002483,Type4,Type5,Type5
1002484,Type4,Type3,Type3
1002485,Type4,Type5,Type4
1002486,Type4,Type5,Type5
1002487,Type1,Type2,Type5
1002488,Type4,Type5,Type5
1002489,Type7,Type7,Type5
1002490,Type4,Type5,Type5
1002491,Type4,Type5,Type5
1002492,Type4,Type5,Type5
1002493,Type6,Type6,Type6
1002494,Type3,Type3,Type3
1002495,Type4,Type5,Type5
1002496,Type4,Type3,Type5
1002497,Type4,Type5,Type5
1002498,Type1,Type2,Type8
1002499,Type1,Type5,Type5
1002500,Type4,Type6,Type5
1002501,Type3,Type3,Type3
1002502,Type4,Type7,Type5
1002503,Type9,Type9,Type9
1002504,Type4,Type6,Type5
1002505,Type4,Type5,Type5
1002506,Type2,Type2,Type2
1002507,Type3,Type3,Type3
1002508,Type6,Type3,Type6
1002509,Type7,Type5,Type5
1002510,Type9,Type9,Type9
1002511,Type4,Type5,Type5
1002512,Type6,Type6,Type6
1002513,Type4,Type5,Type5
1002514,Type4,Type5,Type5
1002515,Type6,Type5,Type6
1002516,Type3,Type3,Type3
1002517,Type4,Type5,Type5
1002518,Type6,Type6,Type6
1002519,Type1,Type5,Type5
1002520,Type1,Type5,Type5
1002521,Type4,Type5,Type5
1002522,Type4,Type5,Type5
1002523,Type4,Type3,Type3
1002524,Type9,Type5,Type5
1002525,Type4,Type5,Type5
1002526,Type4,Type6,Type6
1002527,Type6,Type6,Type5
1002528,Type3,Type3,Type3
1002529,Type4,Type5,Type5
1002530,Type4,Type5,Type5
1002531,Type4,Type5,Type5
1002532,Type3,Type3,Type3
1002533,Type4,Type5,Type5
1002534,Type1,Type2,Type5
1002535,Type6,Type6,Type6
1002536,Type6,Type6,Type6
1002537,Type4,Type5,Type5
1002538,Type6,Type4,Type5
1002539,Type3,Type3,Type3
1002540,Type4,Type5,Type5
1002541,Type6,Type6,Type6
1002542,Type4,Type5,Type5
1002543,Type4,Type5,Type5
1002544,Type4,Type5,Type5
1002545,Type4,Type5,Type5
1002546,Type4,Type5,Type5
1002547,Type4,Type3,Type3
1002548,Type4,Type5,Type5
1002549,Type2,Type7,Type7
1002550,Type4,Type5,Type5
1002551,Type4,Type5,Type5
1002552,Type1,Type5,Type5
1002553,Type4,Type5,Type5
1002554,Type2,Type5,Type5
1002555,Type4,Type5,Type5
1002556,Type4,Type3,Type3
1002557,Type4,Type5,Type5
1002558,Type4,Type5,Type5
1002559,Type4,Type3,Type3
1002560,Type6,Type5,Type5
1002561,Type4,Type5,Type5
1002562,Type4,Type5,Type5
1002563,Type1,Type5,Type1
1002564,Type4,Type5,Type5
1002565,Type4,Type5,Type5
1002566,Type2,Type2,Type5
1002567,Type4,Type5,Type5
1002568,Type1,Type2,Type5
1002569,Type4,Type5,Type5
1002570,Type3,Type3,Type3
1002571,Type6,Type6,Type6
1002572,Type4,Type5,Type3
1002573,Type4,Type5,Type5
1002574,Type4,Type5,Type5
1002575,Type1,Type2,Type2
1002576,Type4,Type5,Type5
1002577,Type4,Type5,Type5
1002578,Type4,Type5,Type5
1002579,Type4,Type3,Type3
1002580,Type4,Type5,Type5
1002581,Type4,Type5,Type5
1002582,Type4,Type5,Type5
1002583,Type4,Type5,Type5
1002584,Type5,Type5,Type5
1002585,Type6,Type6,Type5
1002586,Type3,Type3,Type3
1002587,Type4,Type5,Type5
1002588,Type4,Type5,Type5
1002589,Type3,Type3,Type3
1002590,Type4,Type5,Type5
1002591,Type4,Type5,Type5
1002592,Type4,Type5,Type5
1002593,Type4,Type5,Type5
1002594,Type6,Type6,Type6
1002595,Type4,Type5,Type5
1002596,Type9,Type5,Type9
1002597,Type6,Type6,Type5
1002598,Type4,Type5,Type5
1002599,Type4,Type5,Type5
1002600,Type7,Type5,Type5
1002601,Type7,Type5,Type5
1002602,Type4,Type5,Type5
1002603,Type4,Type5,Type5
1002604,Type4,Type3,Type3
1002605,Type4,Type3,Type3
1002606,Type4,Type5,Type5
1002607,Type4,Type6,Type5
1002608,Type4,Type5,Type5
1002609,Type4,Type3,Type3
1002610,Type4,Type5,Type5
1002611,Type4,Type5,Type5
1002612,Type4,Type5,Type5
1002613,Type4,Type5,Type5
1002614,Type4,Type5,Type5
